year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2013,黄山市,341000,安徽省,340000,626,,,147.4194,36.566299,150,25302,470.32001,11.2,46.400002,42.400002,34725,5250659,,,,,24403.252,4007360199,13219.692,37792.371,43818.543,2838488.5,6491.893832,3827.1184,413418.9012,1.3621159,2.1796434,15.934153,7.5906672,218.17113,0.12473863,0.085452333,341000,35.43609023,16.80656186,341000,1.230348599,0.537935748,341000,2013,安徽省,黄山市,340000,341000,中部,东南侧,4702965,517796,2178884,2006285,11.01,46.33,42.66,31993,147.4,,,147.3,,,,2,,,,12,164150,5889,0.1,3.61,7.99,1,31,68,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,2,,,,,,,,,12,505901,43276,9807,,,150,,,10.67,,,33.45,4.28,0.051,403400,58200,90900,5000,16996,21300,503,483,10,10,5111346,4972131,82567,56648,,,,159848,340003,,,,1840015,956224,29860,,,5250659,1424677,853292,1961207,,1282681,165,8,,25301,,,593828,,1367264,31778,128797,4719512,7413161,4403194,2,116,152,23,867,5123,5196,663,18926,5.97,6.69,44430,,,,18900,9298,301,128,,,,,,,,11,10,2229,152,,,1142,131,5829,2933,3432,129,3153,95,550000,,,8014,8,7996,10,,,90,10022,230491,25,105,200000,,,,,,,626,,,3184,,,3184,16472,2474,,,,,,100,,75,90,,,,213501,182408,93650,,,,,
2013,六安市,341500,安徽省,340000,2689,,,716.72131,97.405998,398,30403,1010.32,20.799999,47.299999,31.9,17828,8450393,,,,,56782.527,7064538321,24751.992,87256.484,125223.13,6809587.5,24249.9889,15994.54,456429.5825,1.5988792,3.1219773,13.735377,8.3014984,322.19464,0.286836033,0.21984504,341500,37.05794245,18.70476941,341500,1.320457233,0.576665353,341500,2013,安徽省,六安市,340000,341500,中部,东南侧,10102100,2047696,4781324,3272070,20.27,47.33,32.39,14089,716.7,,,713.5,,,,9.6,,,,23,277000,17455,1.72,19.57,51.71,2,27,71,2,,3,1,4,1,0,1,0,1,1,0,0,1,0,5,3,0,5,,,,,,,,,20,821288,40279,18011,,,398,,,10.02,,,444.13,17.49,1.849,1354900,67100,530500,20300,291290,115000,1018,993,11,14,15250123,13547340,903935,798848,,,,319261,1190080,,,,4482838,3953940,149621,,,8450393,1447547,1140948,4342297,,2818402,210,14,,30403,,,818338,,2860000,26512,580469,8242684,15232330,8764782,5,416,1501,41,1871,24214,22773,1803,40076,34.22,39.19,226991,,,,83343,6783,317,116,,,,,,,,6,1,2214,31,,,2654,201,17587,7941,34702,220,34460,22,,,,39886,110,33690,6086,,,172,23475,257192,65,360,400000,,,,,,,2689,,,13645,,,17449,216083,10622,,,,,,84,,77,91,,,,322889,339927,174800,,,,,
2013,马鞍山市,340500,安徽省,340000,6745,,,228.3981,82.1838,564,147895,1293.02,6.1999998,64.5,29.299999,58733,14316040,,,,,55766.965,8219265228,27592.055,82779.5,82194.969,6361552.5,42007.50688,32430.08,2024713.58,6.7969522,11.696044,17.037273,15.00603,1148.1703,1.895287409,1.7002995,340500,40.94958848,21.30246914,340500,3.076131687,1.37654321,340500,2013,安徽省,马鞍山市,340000,340500,中部,东南侧,12928032,793781,8341166,3793085,6.14,64.52,29.34,56702,228.4,,,228.4,,,,2.2,,,,24,242917,10201,0.07,13.34,10.28,0,56,43,0,3,7,0,3,1,0,1,0,1,0,0,1,0,0,2,1,0,2,,,,,,,,,22,1214874,55297,4049,,,564,,,4.94,,,101.79,9.84,1.272,677500,32400,80100,40800,109307,20400,895,840,20,35,23773899,21605393,519037,1649469,,,,776958,1512031,,,,9551849,8757021,123983,,,14316040,2557476,1733030,3013382,,5057901,206,23,,174655,,,2260035,,2025888,60893,313134,9984951,14478520,7494829,6,102,293,14,2959,8395,7900,1314,50867,11.64,12.35,86386,,,,38286,8429,378,168,,,,,,,,7,6,1061,47,,,971,91,6847,3919,8465,219,8246,,,,,21019,1579,16447,2993,,,71,16000,169000,56,167,340000,,,,,,,6745,,,64723,,,179238,4551509,32178,,,,,,100,,70,87,,,,605888,477557,246658,,,,,
2013,宿州市,341300,安徽省,340000,3963,,,641.93329,84.9207,656,46813,1014.33,24.799999,42,33.200001,18768,7732978,,,,,70376.133,7548158665,26003.361,110283.61,133585.47,7946327,35506.37285,22446.619,758590.0753,2.6133237,5.8728867,11.950565,9.641058,570.69543,0.637443724,0.46827874,341300,41.26707235,21.9729547,341300,2.376605815,1.060175794,341300,2013,安徽省,宿州市,340000,341300,中部,东南侧,10143289,2511478,4259167,3371629,24.76,41.99,33.24,15800,641.9,,,646.8,,,,6.2,,,,32,180000,13237,0.48,14.38,17.12,2,45,54,0,2,5,0,6,1,0,1,0,1,1,0,1,0,0,6,2,0,3,,,,,,,,,32,1153540,36597,9787,,,656,,,10.86,,,379.14,22.62,2.604,2885500,1702100,497700,16000,41550,257300,982,955,12,15,12024985,11269113,557959,197913,,,,292697,601692,,,,2372802,3067836,78939,,,7732978,1425022,918759,3036694,,4951363,301,6,,48830,,,663512,,2226623,13649,431222,5585960,11558784,7629628,2,244,962,25,897,20158,22522,2177,20446,28.33,37.16,106395,,,,60978,11250,166,95,,,,,,,,6,3,274,4,,,1852,171,16168,7696,7718,509,7209,,,,,26654,950,25179,525,,,129,33649,247627,53,335,400000,,,,,,,3963,,,29360,,,76018,1846949,14592,,,,,,87,,60,84,,,,356667,289500,201600,,,,,
2013,铜陵市,340700,安徽省,340000,5654,,,74.232803,43.563499,618,40310,680.59003,1.8,72.5,25.700001,92599,6502389,,,,,24455.254,3423307385,11535.554,36825.344,42288.383,3261723.8,14920.05581,10516.64,1145713.772,3.8568156,7.0164604,15.9517,11.471837,805.30542,0.920910623,0.75427705,340700,37.24633431,15.80058651,340700,1.700879765,0.715542522,340700,2013,安徽省,铜陵市,340000,340700,中部,东南侧,6806000,119786,4909848,1776366,1.76,72.14,26.1,91973,74.2,,,74.2,,,,2.7,,,,16,95957,9073,0.26,10.17,5.14,2,65,33,0,0,7,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,,,,,,,,16,762971,49066,1201,,,618,,,9.54,,,15.25,1.87,0.411,108600,4400,18000,,23199,9800,245,220,14,11,17809047,13961026,3356061,491960,,,,322135,631137,,,,7413520,4868798,39920,,,6502389,1254634,639940,1555663,,1479429,152,10,,40310,,,641758,,1005932,48551,140836,5749861,6381852,3096324,3,45,85,6,1213,3267,2890,288,32559,3.74,3.85,15914,,,,12014,8119,214,162,,,,,,,,5,3,671,91,,,311,32,4448,2023,12120,51,11971,98,,,,12638,122,11869,647,,,31,7249,69552,20,72,170000,,,,,,,5654,,,36889,,,1796688,4701887,16748,,,,,,100,,83,86,,,,249905,279114,147791,,,,,
2013,芜湖市,340200,安徽省,340000,7365,,,384.53909,173.987,642,160548,2099.53,6.0999999,66.099998,27.799999,58532,20406501,,,,,71826.375,10916327637,36939.609,104810.06,112778.96,8391378,50375.9252,39179.387,1810955.751,6.1281037,10.196203,17.382034,14.964357,1025.0988,1.538393111,1.3903468,340200,39.87623153,21.3614532,340200,2.740147783,1.297413793,340200,2013,安徽省,芜湖市,340000,340200,中部,东南侧,20995271,1287010,13882073,5826188,6.13,66.12,27.75,54533,384.5,,,384,,,,4.9,,,,42,716555,17643,0.05,24.17,17.99,0,57,43,0,0,17,1,7,3,0,2,1,1,1,0,1,1,0,4,2,0,3,,,,,,,,,42,1900028,44812,5988,,,642,,,12.06,,,132.71,13.2,5.421,1353900,40400,152900,5400,162435,79400,1837,1695,60,82,48088567,39568487,2271243,6248837,,,,1676954,2760332,,,,19538118,13344669,736680,,,20406501,4461183,3085236,5599547,,7217972,567,60,,164131,,,2139917,,3196317,263329,507446,19055994,21283969,9999857,10,211,418,29,6508,12856,11390,1763,154451,16.41,18.86,69665,,,,59616,26400,181,155,,,,,,,,7,9,1506,39,,,1392,129,13755,6920,17072,481,16591,,,,,25461,142,16382,8937,,,123,25169,296786,71,274,590000,,,,,,,7365,,,38116,,,113162,7757411,39088,,,,,,96,,98,93,,,,518007,620092,351117,,,,,
2013,宣城市,341800,安徽省,340000,5749,,,280.2074,51.083698,225,57303,842.79999,14.2,52.599998,33.200001,32928,9781856,,,,,47360.684,5870228332,19691.9,73683.875,107431.88,5662828.5,25233.01355,17495.166,475426.751,1.5934188,3.2955518,12.632566,9.0428276,339.0979,0.37774019,0.30434266,341800,37.00343811,18.46218075,341800,1.591355599,0.74410609,341800,2013,安徽省,宣城市,340000,341800,中部,东南侧,8428049,1198469,4428940,2800641,14.22,52.55,33.23,30100,280.2,,,279.9,,,,2.9,,,,16,304188,9508,1.3,11.48,43.53,2,20,77,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,2,2,0,3,,,,,,,,,13,759872,56665,12453,,,225,,,11.27,,,127.77,11.73,1.039,735100,48300,216800,600,107325,51500,1181,1131,12,38,15006782,14119513,243717,643552,,,,506724,1281519,,,,5090807,3242692,77057,,,8612473,1891081,1229893,3035679,,2209732,252,17,,57303,,,1076682,,2051803,68173,315749,7148124,9165399,5403935,2,157,221,14,473,9408,9341,1704,11265,11.34,13.25,43067,,,,38061,71,154,136,,,,,,,,8,2,731,26,,,1319,123,9374,4725,13482,218,13260,4,,,,17906,225,12900,4781,,,120,13416,170934,53,185,330000,,,,,,,5749,,,19790,,,31498,2206937,41782,,,,,,99,,84,93,,,,348105,302923,131568,,,,,
2013,福州市,350100,福建省,350000,4682,,,665.5,273.19,502,143063,4678.4902,8.3000002,45.5,46.200001,64045,38342200,20.4,72,1137.5,1578.4,134429.25,19773537537,67187.398,202191.34,227462.13,-16438809,128083.4096,89728.406,1775665.955,6.0334377,9.8238916,19.104891,16.397995,-1033.8341,2.013515022,1.6391208,350100,37.7369338,19.88327526,350100,3.850174216,1.589198606,350100,2013,福建省,福州市,350000,350100,东部,东南侧,46784951,4023506,21333938,21427508,8.6,45.6,45.8,71427,655.5,,,655.4,,,,13.9,,,,143,942985,33750,0.2,83.36,59.19,0,58,41,0,0,44,2,38,5,2,8,2,3,4,5,4,1,0,11,5,1,8,,,,,,,,,131,6997971,53334,13066,,,502,,,10.91,,,55.53,5.09,,3236700,454600,275600,16900,2076954,106300,2205,1508,371,326,67863287,37948948,15814137,14100202,,,,2016718,4225103,,,,24197301,16524016,496393,,,38342181,12647907,8654077,26817155,,42280399,1537,135,,143036,,,4539690,,5338424,86258,1081133,81598854,89501389,32966518,32,322,905,56,19248,24276,25394,4697,318343,29.81,46.92,271302,,,,166265,93413,414,254,,,,,,,,14,31,3837,59,,,2066,230,29146,16880,19524,,18531,100,8930000,,,19540,,12234,7295,110000,,232,71800,1069000,214,902,1970000,,,,,,,4682,,,76043,,,240433,2918549,43400,,,,,,93,,94,88,,,,1643366,1418285,1100977,,,,,
2013,龙岩市,350800,福建省,350000,3599,,,302.54999,93.360001,159,21598,1479.9,11.7,53.799999,34.5,57472,12699200,,,,,54638.324,7284019987,24799.357,89897.859,137520.83,6775638,29802.09882,18532.428,381233.5422,1.2973452,2.5841997,11.487381,8.4129124,275.77988,0.303241003,0.21912472,350800,33.3160461,16.92774823,350800,1.906028369,0.740248227,350800,2013,福建省,龙岩市,350000,350800,东部,东南侧,14798988,1778838,7960376,5059774,12.02,53.79,34.19,48842,302.6,,,300.1,,,,16.9,,,,34,253414,14580,0.42,16.01,18.09,1,46,52,0,3,8,1,4,2,0,2,0,2,1,2,0,0,0,4,2,0,4,,,,,,,,,33,1461913,44775,19063,,,159,,,7.66,,,108.04,2.23,,1887100,372700,464800,300,69246,34300,987,852,94,41,14884347,12311958,1362083,1210306,,,,526348,1132592,,,,7477486,5629786,862172,,,12988738,1651264,905135,4807669,,6233974,842,17,,21500,,,1172067,,1994163,35047,398322,10389658,10939592,5249715,2,169,365,22,971,13207,11760,1621,16588,12.88,16.64,57060,,,,41689,2671,189,138,,,,,,,,7,12,1782,59,,,555,152,14425,3667,2401,402,1946,48,50000,,,8064,305,7759,,,,128,20626,236195,50,290,430000,,,,,,,3599,,,28726,,,70369,7385189,46200,,,,,,99,,86,86,,,,415973,382997,298807,,,,,
2013,南平市,350700,福建省,350000,6900,,,316.04001,108.99,120,10501,1105.8199,22.299999,44,33.700001,42127,11865900,,,,,41004.211,6325682851,21467.201,66683.922,150272.52,5363275.5,24568.9584,15672.437,239908.9782,0.81380129,1.380758,12.061441,7.9457746,155.4184,0.177984912,0.13193311,350700,33.62641509,16.83471698,350700,2.505660377,0.955471698,350700,2013,福建省,南平市,350000,350700,东部,东南侧,11058215,2569929,4811429,3676856,23.24,43.51,33.25,34994,316,,,315,,,,9.5,,,,24,284657,16664,0.48,8.51,15.27,2,35,63,0,0,5,1,3,1,1,1,0,1,0,0,0,1,0,3,2,0,3,,,,,,,,,20,899075,44931,26280,,,120,,,10.94,,,143.47,3.13,0,1878000,789300,459700,98800,107909,41300,941,880,28,33,13172871,11751196,462723,958952,,,,406799,740070,,,,4205778,3351945,106492,,,11865857,1333124,879948,4126815,,2630392,195,30,,10501,,,716243,,1781228,17162,323292,9109769,11389396,6131351,4,164,326,25,1164,11690,13702,1332,23632,13.92,18.38,56264,,,,25425,3678,178,80,,,,,,,,10,8,2020,64,,,478,170,15062,4967,2833,472,2312,4,450000,,,3191,248,2816,127,,,193,31255,210807,58,251,500000,,,,,,,6900,,,19123,,,19456,704894,14900,,,,,,88,,81,83,,,,531580,412452,287996,,,,,
2013,宁德市,350900,福建省,350000,1447,,,347.17999,109.43,258,14433,1238.72,17.200001,50.799999,32,43617,9100200,,,,,44548.188,5012519995,17021.727,71155.648,120480.84,-20366660,30016.75481,17925.418,394287.6388,1.3389423,2.9238904,11.957569,9.1087542,-1150.3318,0.42380978,0.2941044,350900,33.18903725,17.09627547,350900,1.827125791,0.666900914,350900,2013,福建省,宁德市,350000,350900,东部,东南侧,12387205,2235891,6275358,3874718,18.05,50.66,31.28,35698,347.2,,,344.7,,,,15.8,,,,28,336315,7253,0.25,13.08,14.36,1,47,52,0,,8,1,4,1,1,0,0,1,0,0,0,0,0,4,2,0,3,,,,,,,,,25,1152918,47019,13452,,,258,,,14.94,,,65.94,0.58,,1212600,359700,100900,2400,778690,14200,1323,1285,19,19,23231167,22215666,612351,403150,,,,657235,1620152,,,,6577780,5901170,108699,,,9100220,2210450,1532986,3720714,,2748772,376,20,,14432,,,886949,,1859540,17391,353703,11642803,10174665,4688825,2,177,279,12,529,13264,13777,1386,9178,13.52,18.78,81735,,,,24298,3341,235,70,,,,,,,,10,6,1202,35,,,571,143,11149,4613,7844,532,6964,348,,,,3837,,3054,783,,,136,24962,276388,54,310,600000,,,,,,,1447,,,14945,,,62601,560717,24800,,,,,,91,,95,82,,,,323641,289336,159037,,,,,
2013,莆田市,350300,福建省,350000,1852,,,334.17001,66.639999,809,30164,1342.86,7.8000002,57.700001,34.5,47619,11645400,,,,,53742.879,8448496665,29022.125,81482.727,82171.242,-2495907.3,42952.31856,30115.113,2281322.232,7.8368735,11.89842,20.385832,17.311613,-475.56616,2.045732818,1.6666692,350300,39.51649387,22.54194156,350300,5.061262959,2.388312912,350300,2013,福建省,莆田市,350000,350300,东部,东南侧,13428623,1129347,7595229,4704047,8.41,56.56,35.03,40205,334.2,,,331.8,,,,13.8,,,,47,247619,6958,0.02,34.3,12.32,0,74,26,0,0,20,0,13,1,0,2,0,1,1,0,0,0,0,4,1,0,2,,,,,,,,,42,1858983,43865,4131,,,809,,,11.65,,,28.15,4.72,,1162700,200900,133500,15400,788725,40500,1029,812,151,66,20089195,13705090,3797418,2586687,,,,463143,1531362,,,,5886002,3841365,144399,,,11645376,2833227,1665030,4441346,,7002311,542,35,,30165,,,949205,,1441627,26022,429483,10671860,12780568,7736442,2,144,495,20,887,14469,13534,1394,18322,16.95,21.81,111068,,,,44147,8787,332,132,,,,,,,,3,4,868,26,,,329,82,10088,4630,6686,293,6170,223,,,,3767,,3208,559,,,60,89500,266077,66,282,1210000,,,,,,,1852,,,11227,,,62657,216175,4500,,,,,,99,,100,86,,,,319040,319803,241263,,,,,
2013,泉州市,350500,福建省,350000,20080,,,703.51001,199.88,639,139112,5218,3,62.200001,34.799999,62679,24435100,,,,,183108.34,33047301931,114981.2,270337.13,262524.16,10379959,162410.3756,117639.1,3043107.664,10.587901,14.486416,25.524956,19.561432,706.66919,2.764147785,2.3266203,350500,40.53381295,21.05935252,350500,5.446043165,2.480935252,350500,2013,福建省,泉州市,350000,350500,东部,东南侧,52180021,1711505,32268125,18200391,3.28,61.84,34.88,74119,703.5,,,698.3,,,,15.4,,,,164,944049,18694,0.39,130.67,32.65,0,80,20,0,0,97,2,31,3,1,4,2,2,2,1,0,0,0,9,3,0,5,,,,,,,,,162,7250776,44896,11015,,,639,,,10.4,,,75.28,5.58,,1240300,442700,222700,9300,1032083,35700,4405,2694,1216,495,93791087,46957207,29199216,17634664,,,,2571139,7172290,,,,35383885,19956229,1223865,,,24435088,5854460,3834409,19455675,,23740046,1771,111,,139112,,,3469079,,4222149,92275,919227,40158027,54091578,27067001,17,324,1349,44,6597,30219,30618,3181,118697,36.4,61.38,235934,,,,100409,10789,335,143,,,,,,,,10,23,5234,74,,,1057,244,27893,12041,14387,705,13407,12,2630000,,,17272,597,9944,6727,40000,,218,310900,1080200,239,1115,2080000,,,,,,,20080,,,90615,,,236134,1544949,52600,,,,,,99,,96,86,,,,1141023,1015846,607029,,,,,
2013,三明市,350400,福建省,350000,13337,,,278.45999,90.269997,121,12500,1477.59,15.2,52.5,32.299999,58986,13341300,,,,,45298.379,7099464446,23666.016,74300.055,143966.36,5355879.5,26178.89018,16361.343,307981.3128,1.0262065,1.7608528,12.78683,8.0905399,179.16298,0.218928698,0.15899856,350400,30.86650775,16.45490663,350400,1.195868097,0.489074295,350400,2013,福建省,三明市,350000,350400,东部,东南侧,14775868,2309468,7718913,4747486,15.63,52.24,32.13,53151,278.5,,,276.4,,,,17.6,,,,24,319676,8769,0.49,9.4,14.18,2,39,59,0,1,5,1,3,1,0,1,0,1,0,0,0,0,0,4,2,0,4,,,,,,,,,22,1027162,47378,22965,,,121,,,10.33,,,114.79,2.63,0.007,2495100,1069000,166100,3300,93328,27200,1690,1611,61,18,25747459,24429520,874508,443431,,,,677695,798227,,,,5443831,5717213,148906,,,13341251,1620235,1079623,3855313,,5712878,507,37,,12500,,,898450,,1873622,33911,393975,11153646,11845647,6010434,3,152,230,14,963,11409,12167,1491,24114,12.65,16.08,49871,,,,50896,9267,179,183,,,,,,,,12,14,2646,95,,,816,164,12249,4640,2956,197,2739,20,,,,9958,880,9075,3,,,175,36388,211830,53,259,530000,,,,,,,13337,,,46386,,,83983,4496687,33800,,,,,,98,,85,82,,,,510300,406788,276198,,,,,
2013,厦门市,350200,福建省,350000,27256,,,196.78,159.69,1251,187204,3018.1599,0.80000001,47.5,51.700001,81572,13372600,,,,,68288.922,12164051596,42100.887,92654.648,87183.156,-2409510.8,97391.89759,61180.684,8746871.759,30.27457,35.009117,41.047276,38.524277,-1062.9423,10.73520642,7.8366723,350200,46.37082601,24.55360281,350200,8.717047452,4.469244288,350200,2013,福建省,厦门市,350000,350200,东部,东南侧,30181565,259561,14348316,15573688,0.86,47.54,51.6,81572,196.8,,,193.9,,,,11.2,,,,130,1253677,30600,0.22,89.92,40.12,0,69,31,0,0,54,1,35,6,1,7,3,2,4,3,1,1,1,5,2,1,3,,,,,,,,,106,6137515,58005,1573,,,1251,,,7.14,,,3.88,0.87,,579400,11000,54000,700,31535,3700,1668,860,417,391,47162101,11562766,13055672,22543663,,,,823311,2345251,,,,25804379,11102091,756597,,,13372572,5318029,3041899,9745064,,63862199,1346,331,,185608,,,4905996,,5167402,163750,794507,58435408,63806315,19501009,17,95,289,21,9639,9301,10908,1606,152546,13.09,24.09,84599,,,,40403,16632,430,205,,,,,,,,13,5,4557,231,,,942,53,12170,8669,14812,1383,10726,728,19750000,,,15739,1099,9393,5217,300000,,90,218400,765500,174,628,1370000,,,,,,,27256,,,18772,,,54309,440731,2100,,,,,,99,,94,92,,,,2223000,1953400,1696400,,,,,
2013,漳州市,350600,福建省,350000,25413,,,489.45999,141.17999,390,94552,2236.02,14.6,49,36.400002,45494,17132600,,,,,115435.72,14956910454,51420.254,185508.88,197463.28,-29012318,75912.15295,48056.387,1233702.472,4.2385316,7.7075791,15.949848,12.896963,-1667.0067,1.090434113,0.80215526,350600,40.03227076,20.41361669,350600,4.427390791,2.122392759,350600,2013,福建省,漳州市,350000,350600,东部,东南侧,22360244,3454658,10916271,7987079,15.45,48.82,35.72,45726,489.5,,,485.4,,,,14.3,,,,51,310689,9722,1.73,29.78,19.06,3,59,38,2,0,20,1,8,2,1,0,0,1,1,1,0,0,0,5,2,0,4,,,,,,,,,42,1967174,46748,12554,,,390,,,10.82,,,69.27,4.01,,2645200,2885600,273700,6000,1609117,19700,1867,1350,356,161,32592103,19485858,10205528,2900717,,,,1775649,2684908,,,,14068817,7248933,153307,,,17132640,3561031,2427727,7463641,,5953376,630,84,,94552,,,1548628,,2622539,40040,477182,13621008,18296697,9434127,7,209,921,28,3586,19609,19874,1428,66106,24.89,33.05,133156,,,,46279,2767,272,95,,,,,,,,10,10,4428,91,,,858,174,16819,6414,5625,179,5325,121,,,,6648,49,5142,1457,,,138,37988,451489,96,521,950000,,,,,,,25413,,,36156,,,132657,952415,10800,,,,,,98,,95,78,,,,616438,518065,314528,,,,,
