year,city,regionid,province,provincecode,envirct04,envirct06,envirct09,eect01,eect02,eect04,fict03,gdpct01,gdpct02,gdpct03,gdpct04,gdp_percapita,eicct01,averagetemperature,averagerelativehumidity,precipitation,sunshinehours,ccnl2s,e2s,egdp2s,hdmsp2s,hviirs2s,panda2s,viirs2s,vl2s,e2m,egdp2m,ccnl2m,hdmsp2m,hviirs2m,panda2m,viirs2m,vl2m,citycode_x,ratio,ratioW,citycode_y,intensity,intensityW,RegionCode,年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),Unnamed: 213
2020,武威市,620600,甘肃省,620000,,,,146.4955,,,683,526.41418,30.719999,16.17,53.110001,35571,,,,,,,,,,89883.031,4329237.5,19644.11074,10954.731,,,,,9.0414095,90.240051,0.102365556,0.066377901,620600,38.20022883,10.65331808,620600,1.544622426,0.480549199,620600,2020,甘肃省,武威市,620000,620600,西部,西北侧,5260000,1615872,850542,2793586,30.72,16.17,53.11,35571,,,,,,,,,146.0,69.0,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,876206,75582,,,,,162900.0,,4.28,,,,,,,,,,,,185,179,4,2,,,,,,,,,94736,,,,2318436,,,,,,,,1438429,,796967,87,,,,16000.0,26000.0,320002,,2170496,11228,366836,8864908,10225749,,2,130,469,13,994,8033,9186,880,21706,8,11,,,,,14528,,,,,,,68.0,6.0,,,,,880,,11.0,,,48,9095,4938,,,2571,,,,,,,6761,,,,,,,,,,,,,,13245.0,612.0,,,,1308,,,,,6998,2562.0,6998.0,,,,100,,,97,35.0,,,245324,149089,106638,,,,,
2020,张掖市,620700,甘肃省,620000,,,,113.1016,,,516,467.05109,27.537901,18.625299,53.8368,41177,,,,,,,,,,98189.906,4026706.3,21241.22943,10931.43,,,,,8.7470608,69.952858,0.092249929,0.055197682,620700,38.65379826,11.67995019,620700,1.469489415,0.437733499,620700,2020,甘肃省,张掖市,620000,620700,西部,西北侧,4670000,1286118,870021,2514328,27.54,18.63,53.84,41177,,,,,,,,,113.0,58.0,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,802395,85779,,,,,,,3.6,,,,,,,,,,,,184,179,2,3,,,,,,,,,122241,,,,1586103,,,,,,,,2010559,,1219456,147,,,,1669.0,24498.0,269519,,1795833,12036,265827,6714475,8397420,,2,58,137,9,1172,4940,5855,749,19605,6,8,,,,,11052,,,,,,,2192.0,30.0,,,,,700,,18.0,,,45,8215,3813,,,1207,,,,,,,3849,,,,,,,,,,,,,,14504.0,331.0,,,,1319,,,,,1497,3731.0,1497.0,,,,100,,,97,31.0,,,134197,138286,88886,,,,,
2020,潮州市,445100,广东省,440000,,,,275.92999,,816,22927,1096.9817,9.7187004,47.321301,42.959999,42605,,,,,,,,,,79847.336,-1087648.1,44230.61963,34104.313,,,,,21.011372,-261.71069,2.660538605,2.6153338,445100,37.84454756,18.91067285,445100,3.422273782,1.516241299,445100,2020,广东省,潮州市,440000,445100,东部,东南侧,10970000,1069575,5189907,4710518,9.75,47.31,42.94,42605,,,,,,,,,257.0,165.0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1268364,83437,,,,,229427.0,,1.3,,,,,,,,,,,,939,885,48,6,,,,,,,,,765225,,,,4288889,,,,,,,,4448751,,1556175,131,,,,294128.0,1525175.0,486319,,2171659,9732,433101,5494651,16216842,,1,141,593,8,1255,11375,10913,650,21094,14,21,,,,,8907,,,,,,,,171.0,,,,,7740,,7.0,,,35,6232,4846,,,796,,,,,,,1933,,,,,,,,,,,,,,5433.0,201.0,,,,1579,,,,,699,3262.0,699.0,,,,100,,,97,24.0,,,304034,399853,210337,,,,,
2020,东莞市,441900,广东省,440000,,,,263.88,,4261,796305,9650.1924,0.3136,53.813301,45.873001,92176,,,,,,,,,,177906.97,15060280,224311.1272,187145.69,,,,,57.417816,4829.4106,17.98034883,18.508844,441900,41.54285714,18.91428571,441900,6.714285714,3.571428571,441900,2020,广东省,东莞市,440000,441900,东部,东南侧,96500000,299150,51926650,44274200,0.31,53.81,45.88,92176,,,,,,,,,1048.0,966.0,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,22086422,79601,,,,,200195.0,,1.1,,,,,,,,,,,,11525,8255,2216,1054,,,,,,,,,7969135,,,,127266243,,,,,,,,37401403,,63552991,3636,,,,50227278.0,82808667.0,6947509,,8403253,341923,2028916,120232965,174404805,,9,254,335,28,5911,24408,41969,4308,134546,36,84,,,,,83669,,,,,,,74303.0,8718.0,,,,,11740,,53.0,,,112,32900,21812,,,828,,,,,,,9647,,,,,,,,,,,,,,5223.0,343.0,,,,6031,,,,,5780,14615.0,5780.0,,,,100,,,96,24.0,,,5809506,6311931,4378565,,,,,
2020,佛山市,440600,广东省,440000,,,,473.76999,,2506,459187,10816.471,1.5173,56.352001,42.130699,114157,,,,,,,,,,219733.11,18690514,169959.3518,144211.81,,,,,45.621597,3880.3582,8.820660204,9.026823,440600,41.4788961,21.06168831,440600,6.655844156,2.719155844,440600,2020,广东省,佛山市,440000,440600,东部,东南侧,108160000,1644032,60948160,45567808,1.52,56.35,42.13,114157,,,,,,,,,952.0,906.0,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,13588896,94536,,,,,296300.0,,1.6,,,,,,,,,,,,8020,6981,657,382,,,,,,,,,17029618,,,,96303267,,,,,,,,32890941,,111615093,4151,,,,9292877.0,41311313.0,7535609,,10030420,1015580,1725234,143549232,187823314,,13,216,419,41,4186,27749,34626,4987,146297,37,64,,,,,86281,,,,,,,73870.0,5652.0,,,,,7370,,25.0,,,131,35852,21919,,,1444,,,,,,,19502,,,,,,,,,,,,,,5485.0,551.0,,,,3511,,,,,4747,13588.0,4747.0,,,,100,,,98,22.0,,,3413009,3623460,3063907,,,,,
2020,广州市,440100,广东省,440000,,,,985.10999,,2585,4937180,25019.109,1.1514,26.3414,72.507103,135047,,22.700001,79,1890.3,1641.7,,,,,326060.44,17834214,321652.4086,249322.66,,,,,37.297615,1896.0583,8.54864818,8.2864914,440100,41.78050398,18.61870027,440100,6.187002653,2.681697613,440100,2020,广东省,广州市,440000,440100,东部,东南侧,250190000,2877185,65900046,181412769,1.15,26.34,72.51,135047,,,,,,,,,1874.0,1615.0,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,52083780,135138,,,,,736432.0,,2.7,,,,,,,,,,,,6208,4912,652,644,,,,,,,,,14614011,,,,123664111,,,,,,,,92186605,,426811592,11921,,,,41085669.0,54233503.0,17227892,,29526468,2241321,5585916,535353909,656154718,,82,539,992,77,71202,45249,62650,7739,1307144,54,113,,,,,123657,,,,,,,155835.0,15077.0,,,,,38730,,62.0,,,289,93067,62369,,,18054,,,,,,,46966,,,,,,,,,,,,,,9045.0,1102.0,,,,2005,,,,,6077,10605.0,6077.0,,,,100,,,98,23.0,,,8204077,8441958,6918212,,,,,
2020,河源市,441600,广东省,440000,,,,372.17999,,181,64591,1102.7408,12.4159,33.976101,53.608002,38802,,,,,,,,,,154249.83,6620729.5,35633.84826,25045.023,,,,,9.8135767,330.92096,0.445256569,0.37126049,441600,33.63752212,16.17097345,441600,2.120353982,0.801061947,441600,2020,广东省,河源市,440000,441600,东部,东南侧,11030000,1369926,3750200,5909874,12.42,34,53.58,38802,,,,,,,,,284.0,138.0,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2235895,86494,,,,,1220627.0,,1.3,,,,,,,,,,,,581,448,108,25,,,,,,,,,627188,,,,5362692,,,,,,,,3607395,,2134328,206,,,,511368.0,2420465.0,798053,,3617614,34099,735815,15672280,15303499,,2,197,368,16,461,20379,17117,1653,20508,22,31,,,,,31735,,,,,,,4098.0,572.0,,,,,1230,,9.0,,,65,11382,6873,,,765,,,,,,,4339,,,,,,,,,,,,,,17333.0,712.0,,,,1187,,,,,991,3119.0,991.0,,,,99,,,92,22.0,,,527736,380996,272445,,,,,
2020,惠州市,441300,广东省,440000,,,,397.76001,,534,556721,4221.7852,5.1896,50.555901,44.254501,70191,,,,,,,,,,296940.47,9708348,162651.8051,121389.38,,,,,21.614239,665.66321,2.788021081,2.4900591,441300,40.84074217,20.02821801,441300,4.646308465,1.992655586,441300,2020,广东省,惠州市,440000,441300,东部,东南侧,42210000,2190699,21341376,18677925,5.19,50.56,44.25,70191,,,,,,,,,606.0,440.0,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,8839237,89840,,,,,1069400.0,,1.5,,,,,,,,,,,,3055,2247,598,210,,,,,,,,,3084302,,,,41829223,,,,,,,,17460803,,11230255,780,,,,8006059.0,16877671.0,4122263,,6373752,245604,1291035,68295973,68133595,,5,286,571,34,2540,23909,32009,3172,64976,35,62,,,,,81870,,,,,,,19058.0,1706.0,,,,,2600,,11.0,,,81,17438,15005,,,911,,,,,,,7757,,,,,,,,,,,,,,13447.0,853.0,,,,7721,,,,,8045,20779.0,8045.0,,,,100,,,99,20.0,,,1823977,1831712,1500885,,,,,
2020,江门市,440700,广东省,440000,,,,401.59,,505,566200,3200.9536,8.5749998,41.6511,49.773998,66984,,,,,,,,,,227599.77,-3083095.8,102709.2643,80053.992,,,,,19.879738,-252.02402,2.09878925,2.0490458,440700,41.75361702,21.88468085,440700,4.506382979,2.145957447,440700,2020,广东省,江门市,440000,440700,东部,东南侧,32010000,2740056,13328964,15931377,8.56,41.64,49.77,66984,,,,,,,,,480.0,325.0,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4922920,88219,,,,,1023600.0,,2.2,,,,,,,,,,,,2535,1863,514,158,,,,,,,,,2252446,,,,25164869,,,,,,,,11626174,,12872684,1022,,,,3032530.0,11256867.0,2640041,,4423756,167329,870990,43445747,53590903,,5,197,325,19,2588,19388,19532,2600,55980,23,35,,,,,48453,,,,,,,16891.0,624.0,,,,,4350,,8.0,,,53,18399,11732,,,4962,,,,,,,14495,,,,,,,,,,,,,,9767.0,593.0,,,,3319,,,,,3729,10037.0,3729.0,,,,100,,,97,21.0,,,1533482,1471799,940246,,,,,
2020,揭阳市,445200,广东省,440000,,,,711.19,,1059,16096,2102.1399,9.7233,36.856201,53.420502,37495,,,,,,,,,,160035.39,7745471.5,79374.32788,64810.32,,,,,24.131973,1149.7256,2.945565112,2.85654,445200,39.06330014,20.09103841,445200,3.143669986,1.463726885,445200,2020,广东省,揭阳市,440000,445200,东部,东南侧,21020000,2041042,7750074,11230986,9.71,36.87,53.43,37495,,,,,,,,,558.0,283.0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1744674,69943,,,,,460700.0,,0.17,,,,,,,,,,,,1397,1315,69,13,,,,,,,,,847161,,,,10046453,,,,,,,,9551611,,6836368,658,,,,132268.0,1810755.0,739735,,3744802,31306,817278,12332167,25914871,,2,298,1243,16,530,28771,30916,1540,11588,38,56,,,,,26594,,,,,,,9126.0,100.0,,,,,1610,,7.0,,,71,16443,10757,,,1381,,,,,,,2384,,,,,,,,,,,,,,7611.0,390.0,,,,3081,,,,,1028,3860.0,1028.0,,,,100,,,96,28.0,,,622152,228246,173729,,,,,
2020,茂名市,440900,广东省,440000,,,,823.29999,,541,41400,3279.3057,19.780899,31.4832,48.736,53311,,,,,,,,,,171448.14,3049229.3,58924.28428,42586.68,,,,,13.236317,211.54424,1.021938564,0.87401527,440900,38.18342516,19.69100092,440900,2.605601469,1.187327824,440900,2020,广东省,茂名市,440000,440900,东部,东南侧,32790000,6489141,10319013,15978567,19.79,31.47,48.73,53311,,,,,,,,,618.0,269.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3968319,86586,,,,,910700.0,,1.47,,,,,,,,,,,,751,702,41,8,,,,,,,,,1001188,,,,5199500,,,,,,,,13564785,,17011956,889,,,,300310.0,1692361.0,1426638,,4610497,28856,1195008,18693468,32413503,,6,267,1380,15,2652,34029,40037,2892,74545,45,70,,,,,62342,,,,,,,3575.0,113.0,,,,,1590,,8.0,,,76,22726,13838,,,5768,,,,,,,9604,,,,,,,,,,,,,,18920.0,363.0,,,,4749,,,,,2214,5432.0,2214.0,,,,100,,,99,21.0,,,812084,550691,337999,,,,,
2020,梅州市,441400,广东省,440000,,,,543.96002,,244,14463,1207.9766,20.278601,30.400499,49.320999,31011,,,,,,,,,,184821.81,10136783,45124.09445,30947.91,,,,,10.214226,499.43582,0.555794392,0.44493666,441400,36.74353289,18.54496181,441400,2.803646218,1.099285538,441400,2020,广东省,梅州市,440000,441400,东部,东南侧,12080000,2449824,3669904,5960272,20.28,30.38,49.34,31011,,,,,,,,,387.0,200.0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2304014,85160,,,,,1043700.0,,1.5,,,,,,,,,,,,505,468,25,12,,,,,,,,,598768,,,,5328345,,,,,,,,6348816,,2793967,210,,,,121975.0,867939.0,881899,,4743548,52928,860623,15883567,24324350,,1,236,452,19,1290,20326,21611,1181,28340,25,37,,,,,25153,,,,,,,4074.0,638.0,,,,,4130,,8.0,,,48,13808,10130,,,861,,,,,,,9304,,,,,,,,,,,,,,20760.0,708.0,,,,6588,,,,,13367,11685.0,13367.0,,,,100,,,100,22.0,,,1009300,527117,374078,,,,,
2020,清远市,441800,广东省,440000,,,,449.92999,,209,72727,1777.1527,16.7665,32.998699,50.234798,44828,,,,,,,,,,218394.69,12513871,58200.37211,41445.656,,,,,11.887435,513.43701,0.596964446,0.49745765,441800,34.07382344,17.17533067,441800,2.620732082,1.15656721,441800,2020,广东省,清远市,440000,441800,东部,东南侧,17770000,2980029,5860546,8929425,16.77,32.98,50.25,44828,,,,,,,,,397.0,217.0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3055749,92883,,,,,2513919.0,,3.79,,,,,,,,,,,,834,665,120,49,,,,,,,,,1679090,,,,15623053,,,,,,,,5200930,,4316583,325,,,,2164022.0,2100552.0,1236163,,4118431,78477,871091,22044493,26895744,,1,186,341,14,635,16514,21993,1649,11177,22,41,,,,,30015,,,,,,,4641.0,256.0,,,,,2780,,9.0,,,64,12631,9058,,,2296,,,,,,,11875,,,,,,,,,,,,,,20546.0,847.0,,,,,,,,,,,,,,,100,,,96,23.0,,,850066,706985,469529,,,,,
2020,汕头市,440500,广东省,440000,,,,575.56,,2503,21491,2730.5767,4.5057001,47.739399,47.755001,49661,,,,,,,,,,116047.55,-120562.7,92493.19928,67961.164,,,,,39.661034,-40.40974,7.748443402,8.2788124,440500,44.01168224,23,440500,8.08411215,3.934579439,440500,2020,广东省,汕头市,440000,440500,东部,东南侧,27310000,1228950,13040525,13040525,4.5,47.75,47.75,49661,,,,,,,,,550.0,389.0,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4053519,84400,,,,,141600.0,,2,,,,,,,,,,,,1928,1770,105,53,,,,,,,,,2355226,,,,11521712,,,,,,,,14170564,,17676883,1129,,,,1391717.0,5424688.0,1434684,,4272606,54899,946561,22055942,40836002,,3,307,737,19,1824,34786,22830,2222,30390,37,58,,,,,47449,,,,,,,21959.0,365.0,,,,,3140,,11.0,,,56,17416,11538,,,1133,,,,,,,7131,,,,,,,,,,,,,,4034.0,227.0,,,,2581,,,,,620,4029.0,620.0,,,,100,,,98,19.0,,,691854,599127,540053,,,,,
2020,汕尾市,441500,广东省,440000,,,,364.10001,,549,16511,1123.8086,14.2057,36.328499,49.465801,41950,,,,,,,,,,131553.56,-14263413,58901.46601,45152.363,,,,,21.177557,-2108.6526,2.176745988,2.2332208,441500,40.69377652,22.24964639,441500,3.345120226,1.725601132,441500,2020,广东省,汕尾市,440000,441500,东部,东南侧,11240000,1599452,4080120,5560428,14.23,36.3,49.47,41950,,,,,,,,,267.0,152.0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1616127,85628,,,,,463000.0,,4.6,,,,,,,,,,,,258,203,47,8,,,,,,,,,248497,,,,3488065,,,,,,,,4356455,,1143031,135,,,,807556.0,888757.0,460135,,2665053,33876,587092,6778887,10693934,,1,164,566,14,515,13164,16593,1053,9935,17,29,,,,,19842,,,,,,,2672.0,192.0,,,,,1070,,8.0,,,43,8413,4776,,,514,,,,,,,2252,,,,,,,,,,,,,,5785.0,236.0,,,,2495,,,,,406,4099.0,406.0,,,,100,,,94,18.0,,,312244,330088,123386,,,,,
2020,韶关市,440200,广东省,440000,,,,336.60001,,155,141282,1353.4865,14.6553,34.341099,51.0037,47441,,,,,,,,,,150624.63,6776677.5,36425.05225,26011.773,,,,,11.040156,286.30682,0.384718513,0.32034785,440200,31.67699681,16.10926518,440200,2.223642173,0.958785942,440200,2020,广东省,韶关市,440000,440200,东部,东南侧,13530000,1979439,4650261,6900300,14.63,34.37,51,47441,,,,,,,,,286.0,164.0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2694744,98366,,,,,1961800.0,,3.03,,,,,,,,,,,,504,439,45,20,,,,,,,,,905754,,,,7086080,,,,,,,,4452529,,5611841,385,,,,1154284.0,710579.0,1051101,,3943451,66409,601908,13168509,20899803,,2,151,209,14,1724,11764,13026,1683,44168,15.96,27,,,,,32498,,,,,,,4574.0,173.0,,,,,24340,,12.0,,,54,14364,8022,,,2934,,,,,,,5217,,,,,,,,,,,,,,17076.0,689.0,,,,10961,,,,,13043,16251.0,13043.0,,,,100,,,100,22.0,,,735212,639999,338201,,,,,
2020,深圳市,440300,广东省,440000,,,,584.58002,,8828,5954181,27670.24,0.093199998,37.780701,62.126099,159309,,,,,,,,,,144312.75,1077953.4,235151.1444,178438.88,,,,,54.402657,398.98816,21.75815613,22.045256,440300,48.46296296,18.27160494,440300,9.87654321,3.401234568,440300,2020,广东省,深圳市,440000,440300,东部,东南侧,276700000,249030,104537260,171913710,0.09,37.78,62.13,159309,,,,,,,,,1763.0,1760.0,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,68054574,139436,,,,,171656.0,,3.1,,,,,,,,,,,,11255,9019,1641,595,,,,,,,,,27810700,,,,299709800,,,,,,,,86648297,,322274752,10396,,,,135347475.0,169738726.0,38573887,,41777162,3366341,8509360,630918200,950969400,,14,435,347,15,8047,41554,60900,2888,109986,52,109,,,,,39134,,,,,,,222412.0,31138.0,,,,,49230,,55.0,,,145,57642,42576,,,5105,,,,,,,32963,,,,,,,,,,,,,,716.0,388.0,,,,777,,,,,1856,4104.0,1856.0,,,,100,,,98,19.0,,,12685530,13029297,12224363,,,,,
2020,阳江市,441700,广东省,440000,,,,302.04001,,328,11487,1360.4406,19.375299,35.599998,44.9673,52357,,,,,,,,,,107062.45,-5744429,37756.24955,25972.971,,,,,12.655088,-564.91077,0.928219243,0.78043276,441700,37.37544274,19.37190083,441700,2.650531287,1.217237308,441700,2020,广东省,阳江市,440000,441700,东部,东南侧,13600000,2630240,4849760,6120000,19.34,35.66,45,52357,,,,,,,,,261.0,141.0,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1498068,87212,,,,,1206100.0,,4.4,,,,,,,,,,,,390,338,39,13,,,,,,,,,1294439,,,,6837403,,,,,,,,4511828,,2915638,266,,,,491387.0,1425930.0,657042,,2498396,30667,465253,13537897,16349488,,1,116,164,5,478,10798,15240,655,13006,15,26,,,,,14465,,,,,,,5060.0,65.0,,,,,1490,,5.0,,,61,12568,5983,,,524,,,,,,,5408,,,,,,,,,,,,,,10813.0,377.0,,,,4943,,,,,6065,11858.0,6065.0,,,,100,,,100,21.0,,,420441,329187,190386,,,,,
2020,云浮市,445300,广东省,440000,,,,302.10999,,306,16754,1002.1784,19.2682,31.111601,49.6203,42047,,,,,,,,,,98174.211,5714135.5,25943.63049,17640.398,,,,,11.496379,579.42627,0.657636684,0.52368885,445300,37.30350195,19.1614786,445300,3.030155642,1.13959144,445300,2020,广东省,云浮市,440000,445300,东部,东南侧,10020000,1929852,3120228,4969920,19.26,31.14,49.6,42047,,,,,,,,,238.0,104.0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1434590,86847,,,,,592500.0,,4.1,,,,,,,,,,,,383,312,56,15,,,,,,,,,485417,,,,2550618,,,,,,,,3372437,,2138158,209,,,,503013.0,672475.0,658874,,2630962,34976,546633,10479772,13803414,,3,105,186,9,606,11091,15048,890,19593,15,26,,,,,17176,,,,,,,1915.0,72.0,,,,,1460,,6.0,,,27,7231,5178,,,619,,,,,,,5548,,,,,,,,,,,,,,8913.0,423.0,,,,,,,,,,,,,,,100,,,94,22.0,,,361700,290000,184024,,,,,
2020,湛江市,440800,广东省,440000,,,,859.58002,,526,248981,3100.2209,20.065001,33.926701,46.008301,44408,,,,,,,,,,236627.03,-42092260,93865.08219,57467.637,,,,,14.456589,-2490.9177,1.388585776,1.1372707,440800,39.17906067,22.05821918,440800,2.372798434,1.137475538,440800,2020,广东省,湛江市,440000,440800,东部,东南侧,31000000,6218600,10521400,14260000,20.06,33.94,46,44408,,,,,,,,,698.0,317.0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3971363,98028,,,,,729400.0,,1.89,,,,,,,,,,,,780,711,39,30,,,,,,,,,1890820,,,,10837765,,,,,,,,16387627,,9364514,632,,,,2516134.0,1930348.0,1377804,,5385867,31411,1170352,29230167,39247821,,6,311,911,37,6259,31627,39228,2616,114504,41,75,,,,,60435,,,,,,,5459.0,287.0,,,,,2290,,10.0,,,121,31205,14204,,,3140,,,,,,,14537,,,,,,,,,,,,,,22346.0,319.0,,,,6303,,,,,6485,16483.0,6485.0,,,,99,,,95,21.0,,,1045987,828992,467016,,,,,
